#,carat,cut,color,clarity,depth,table,price,x,y,z
36756,0.38,Ideal,G,VS2,60.6,57.0,955,4.7,4.73,2.86
495,0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58
17294,1.15,Very Good,E,VS2,62.9,56.0,6929,6.65,6.68,4.19
10262,1.01,Good,E,SI2,63.7,58.0,4751,6.36,6.32,4.04
28723,0.31,Premium,E,VS2,62.7,58.0,680,4.31,4.33,2.71
37197,0.52,Very Good,I,SI2,60.9,59.0,974,5.14,5.18,3.14
5413,1.52,Premium,G,I1,61.7,58.0,3820,7.43,7.34,4.56
44748,0.54,Good,D,SI1,64.1,55.0,1619,5.15,5.11,3.29
51912,0.73,Good,F,SI1,64.3,59.0,2435,5.67,5.62,3.63
39985,0.41,Premium,I,VVS1,59.8,61.0,1107,4.84,4.79,2.88
37818,0.41,Good,E,VVS1,63.5,57.0,1002,4.73,4.75,3.01
39325,0.3,Ideal,E,VVS1,61.3,57.0,1071,4.32,4.36,2.66
23218,1.14,Ideal,F,VVS1,60.1,60.0,11226,6.79,6.83,4.09
5033,0.63,Ideal,F,IF,60.9,57.0,3749,5.53,5.57,3.38
34368,0.41,Premium,F,VS2,61.3,58.0,863,4.79,4.84,2.95
22680,1.56,Ideal,H,SI1,62.4,54.0,10728,7.48,7.43,4.65
45721,0.55,Premium,F,VS2,62.2,58.0,1698,5.26,5.22,3.26
38157,0.32,Ideal,D,VVS2,61.7,55.0,1014,4.42,4.39,2.72
19992,1.01,Very Good,F,VVS2,61.8,55.0,8532,6.36,6.45,3.96
13005,1.21,Premium,G,SI2,62.7,59.0,5405,6.74,6.66,4.2
5018,0.72,Ideal,F,VVS2,60.9,56.0,3746,5.77,5.83,3.53
41157,0.48,Good,G,VS1,58.6,62.0,1199,5.14,5.2,3.03
10458,1.0,Premium,H,SI1,62.7,59.0,4788,6.37,6.3,3.97
51353,0.71,Very Good,G,SI1,63.4,56.0,2364,5.64,5.68,3.59
21955,1.51,Premium,G,SI1,59.7,58.0,10020,7.5,7.45,4.46
4356,1.04,Premium,J,SI2,62.0,59.0,3603,6.47,6.49,4.02
42743,0.51,Good,E,SI1,63.9,56.0,1343,5.07,5.11,3.25
41572,0.42,Very Good,D,VVS1,62.4,55.0,1238,4.79,4.82,3.0
43365,0.52,Ideal,H,VS1,61.4,56.0,1408,5.2,5.23,3.2
48358,0.56,Ideal,D,VS2,60.9,56.0,1963,5.31,5.36,3.25
33469,0.32,Ideal,F,VS2,61.2,56.0,828,4.44,4.41,2.71
51358,0.7,Premium,H,VS1,60.5,58.0,2364,5.77,5.73,3.48
21999,1.09,Premium,G,IF,61.3,58.0,10065,6.64,6.6,4.06
16120,1.3,Premium,I,VS2,60.1,58.0,6442,7.1,7.14,4.28
48502,0.57,Ideal,E,VS1,62.9,57.0,1982,5.29,5.27,3.32
16244,1.01,Good,G,VS1,63.2,58.0,6499,6.34,6.38,4.02
33224,0.39,Very Good,F,VS2,62.4,58.0,821,4.61,4.65,2.89
17210,1.21,Ideal,H,SI1,62.2,54.0,6876,6.8,6.86,4.25
15707,0.24,Very Good,E,VVS2,62.2,56.0,608,3.96,3.98,2.47
17595,1.0,Good,E,VVS1,64.1,62.0,7084,6.29,6.26,4.02
31837,0.3,Good,E,VVS1,63.5,57.0,775,4.23,4.27,2.7
44250,0.51,Ideal,D,SI1,62.9,57.0,1574,5.12,5.09,3.21
28554,0.3,Ideal,H,VS1,62.3,55.0,675,4.34,4.29,2.69
26421,1.72,Premium,G,VS2,61.1,58.0,15946,7.73,7.69,4.71
42659,0.5,Good,D,SI1,63.8,60.0,1333,5.0,5.03,3.2
2942,1.0,Very Good,J,SI2,62.8,63.0,3293,6.26,6.19,3.19
23655,1.52,Good,F,VS2,64.2,59.0,11696,7.16,7.2,4.61
45992,0.7,Fair,J,SI1,63.0,57.0,1723,5.55,5.6,3.51
25028,0.4,Premium,E,SI2,60.5,59.0,640,4.74,4.78,2.88
4137,0.95,Very Good,I,SI1,61.0,61.0,3544,6.29,6.37,3.86
48496,0.57,Ideal,D,VS2,61.8,55.0,1981,5.32,5.34,3.29
7429,0.72,Ideal,F,IF,62.0,57.0,4228,5.71,5.78,3.56
39400,0.41,Ideal,G,VVS2,61.1,55.0,1076,4.83,4.8,2.94
29975,0.32,Ideal,D,SI1,61.5,54.0,715,4.42,4.46,2.73
30033,0.39,Good,H,VS2,63.1,58.0,718,4.63,4.66,2.93
18260,1.55,Ideal,J,VS2,61.7,57.0,7416,7.37,7.42,4.56
26092,2.0,Fair,E,SI1,65.7,60.0,15330,7.7,7.8,5.09
13874,1.14,Premium,G,SI1,62.3,59.0,5650,6.69,6.66,4.16
17479,1.2,Ideal,E,SI2,62.0,57.0,7018,6.8,6.82,4.22
16769,1.01,Very Good,F,VS1,63.9,55.0,6679,6.28,6.36,4.04
33714,0.33,Ideal,H,IF,61.6,55.0,838,4.48,4.51,2.77
28513,0.4,Very Good,G,SI1,61.7,61.0,673,4.63,4.68,2.87
39406,0.41,Ideal,G,VVS2,61.8,56.0,1076,4.78,4.74,2.94
15549,1.23,Very Good,F,SI2,61.9,58.0,6233,6.77,6.79,4.2
17606,1.33,Premium,I,VS1,61.5,58.0,7090,7.06,7.02,4.33
1810,1.01,Premium,I,SI2,61.9,58.0,3054,6.45,6.41,3.98
28773,0.33,Very Good,G,VS1,61.3,57.0,681,4.47,4.49,2.75
39198,0.43,Ideal,D,SI1,61.5,56.0,1064,4.87,4.82,2.98
6966,1.01,Good,E,SI2,63.3,58.0,4149,6.29,6.35,4.0
29037,0.42,Good,G,SI1,63.1,56.0,687,4.75,4.79,3.01
42093,0.64,Premium,H,SI1,60.0,59.0,1274,5.63,5.57,3.36
26481,1.6,Premium,G,VVS2,60.6,60.0,16068,7.51,7.57,4.57
25169,1.51,Ideal,G,VS2,60.9,57.0,13752,7.39,7.46,4.52
3216,1.01,Premium,G,I1,59.4,61.0,3348,6.51,6.45,3.85
12080,0.94,Ideal,F,SI2,60.6,54.0,5159,6.39,6.34,3.86
39824,0.57,Premium,I,SI2,62.1,57.0,1097,5.33,5.29,3.3
33493,0.32,Ideal,F,VS2,61.3,57.0,828,4.4,4.37,2.69
31473,0.34,Ideal,H,VS1,62.7,55.0,765,4.51,4.48,2.82
52875,0.71,Ideal,I,VS2,61.6,57.0,2582,5.7,5.62,3.49
36862,0.42,Premium,E,VS2,60.9,59.0,958,4.81,4.85,2.94
49227,0.51,Ideal,F,VVS2,62.2,57.0,2082,5.12,5.14,3.19
11108,1.03,Premium,H,SI1,61.9,58.0,4932,6.49,6.43,4.0
12779,1.27,Very Good,F,SI2,61.0,61.0,5330,6.95,7.01,4.26
26285,2.01,Premium,H,SI2,62.3,58.0,15773,8.06,8.11,5.04
21314,1.51,Premium,I,VS1,62.3,60.0,9467,7.28,7.32,4.55
4253,0.91,Very Good,I,VS2,62.5,58.0,3579,6.13,6.19,3.85
48583,0.54,Ideal,D,VS2,61.3,56.0,1993,5.26,5.22,3.21
8999,0.93,Ideal,E,SI1,61.9,55.0,4511,6.26,6.31,3.89
11650,1.01,Good,D,SI1,63.9,61.0,5055,6.28,6.31,4.02
21369,0.36,Ideal,D,SI1,62.0,54.0,626,4.58,4.61,2.85
25785,2.0,Premium,I,VS2,58.5,61.0,14763,8.28,8.19,4.82
12199,1.21,Very Good,H,SI2,62.1,60.0,5190,6.77,6.82,4.22
31829,0.34,Good,H,VVS1,63.2,58.0,775,4.41,4.45,2.8
21546,1.02,Ideal,F,VVS1,62.4,56.0,9645,6.44,6.42,4.01
3612,0.9,Ideal,G,SI2,62.7,55.0,3428,6.11,6.17,3.85
42633,0.58,Premium,H,SI1,58.4,59.0,1332,5.51,5.48,3.21
47654,0.23,Ideal,F,VVS1,62.7,57.0,530,3.9,3.92,2.45
40760,0.51,Premium,H,SI1,60.0,61.0,1163,5.2,5.17,3.11
8766,1.0,Very Good,H,SI1,63.6,54.0,4467,6.33,6.37,4.04
49635,0.32,Premium,I,SI1,59.9,61.0,540,4.47,4.44,2.67
23256,1.51,Premium,H,VS1,61.8,59.0,11263,7.32,7.27,4.51
19761,1.01,Very Good,F,VS2,62.0,60.0,8330,6.36,6.39,3.95
4023,0.72,Ideal,D,VS1,61.6,56.0,3522,5.73,5.8,3.55
38760,0.53,Ideal,I,VS2,62.1,54.0,1046,5.2,5.24,3.24
44844,0.53,Ideal,G,VS2,61.0,55.0,1625,5.23,5.24,3.2
46535,0.51,Premium,E,VS2,60.5,56.0,1781,5.24,5.18,3.15
39399,0.41,Ideal,G,VVS2,60.4,56.0,1076,4.83,4.8,2.91
22584,1.25,Ideal,G,VVS2,61.5,55.0,10636,6.92,6.94,4.26
13937,0.9,Very Good,G,IF,63.1,58.0,5670,6.18,6.09,3.87
44551,0.55,Ideal,G,SI1,61.9,57.0,1605,5.23,5.27,3.25
10005,0.91,Ideal,E,SI1,61.0,57.0,4706,6.27,6.32,3.84
18862,1.17,Premium,G,SI1,62.6,55.0,7731,6.75,6.7,4.21
18177,1.13,Ideal,F,VS2,62.1,56.0,7369,6.65,6.71,4.15
15497,1.12,Ideal,G,VS2,62.1,57.0,6209,6.6,6.63,4.11
24728,1.51,Very Good,G,VS2,64.0,56.0,13068,7.22,7.3,4.65
15164,1.24,Ideal,H,SI1,62.5,56.0,6095,6.92,6.88,4.31
50618,0.31,Ideal,J,VS2,61.8,54.1,400,4.35,4.38,2.7
39865,0.39,Ideal,G,IF,61.9,54.0,1101,4.67,4.73,2.91
2614,0.51,Ideal,D,VVS2,61.3,56.0,3223,5.14,5.15,3.16
21897,1.01,Very Good,F,IF,59.6,62.0,9965,6.47,6.56,3.88
13680,1.02,Very Good,D,SI1,63.5,61.0,5598,6.35,6.27,4.01
38356,0.33,Ideal,F,VVS1,61.9,56.0,1021,4.47,4.42,2.75
51496,0.7,Fair,F,VS1,64.5,57.0,2381,5.65,5.58,3.62
42393,0.54,Ideal,F,SI1,61.2,56.0,1307,5.23,5.29,3.22
42716,0.54,Ideal,E,SI2,60.7,56.0,1340,5.3,5.25,3.2
45411,0.51,Ideal,H,VS1,61.6,55.0,1668,5.17,5.19,3.19
4959,0.9,Good,G,SI1,63.2,59.0,3734,6.05,6.1,3.84
49715,0.56,Ideal,G,VVS2,62.6,53.0,2148,5.27,5.31,3.31
51144,0.7,Very Good,F,SI1,60.3,57.0,2343,5.73,5.77,3.47
32773,0.34,Ideal,D,SI1,62.8,55.0,803,4.5,4.45,2.81
47534,0.51,Ideal,F,VS1,61.6,55.0,1870,5.14,5.18,3.18
53380,0.73,Ideal,E,SI1,60.1,56.0,2661,5.91,5.87,3.54
49097,0.52,Ideal,G,VVS1,61.6,55.0,2063,5.14,5.18,3.18
20123,1.23,Ideal,H,IF,61.3,57.0,8585,6.92,6.87,4.23
25567,2.0,Very Good,J,VS2,61.9,60.0,14403,7.95,8.04,4.95
5754,0.92,Premium,I,VS2,60.9,58.0,3895,6.28,6.27,3.82
18055,0.3,Ideal,I,IF,62.5,56.0,615,4.26,4.28,2.67
4283,1.0,Premium,H,SI2,60.0,62.0,3584,6.53,6.51,3.91
33611,0.31,Good,G,SI1,63.2,57.0,462,4.27,4.3,2.71
39132,0.41,Premium,G,VS2,60.9,61.0,1061,4.75,4.74,2.89
15740,1.01,Ideal,G,VS2,60.6,58.0,6295,6.44,6.5,3.92
1668,0.75,Premium,E,SI1,61.7,60.0,3024,5.84,5.8,3.59
28382,0.33,Very Good,I,VS1,63.2,57.0,668,4.4,4.37,2.77
23223,1.53,Ideal,F,SI1,62.0,56.0,11229,7.43,7.38,4.59
24618,1.67,Ideal,H,VS2,62.6,56.0,12945,7.55,7.57,4.73
20918,1.03,Ideal,F,VVS2,62.1,55.0,9131,6.47,6.5,4.03
37435,0.33,Ideal,E,VVS1,61.7,56.0,984,4.46,4.48,2.76
26920,2.02,Premium,G,SI2,60.1,59.0,16944,8.21,8.29,4.96
19771,1.04,Premium,D,VS1,62.3,59.0,8341,6.48,6.39,4.01
626,0.83,Premium,F,SI2,61.4,59.0,2840,6.08,6.04,3.72
26600,2.02,Premium,G,SI1,62.3,61.0,16323,8.07,7.96,4.99
13269,1.0,Good,G,VS2,63.7,57.0,5484,6.32,6.28,4.01
20998,1.13,Ideal,G,VVS1,61.2,57.0,9214,6.72,6.65,4.09
4366,1.01,Very Good,D,SI2,59.1,63.0,3605,6.54,6.59,3.88
51956,0.85,Ideal,J,VS2,61.7,55.0,2442,6.08,6.11,3.76
30007,0.43,Very Good,E,SI2,62.7,55.0,716,4.83,4.87,3.04
3054,0.27,Ideal,G,IF,61.6,57.0,566,4.18,4.21,2.58
38889,0.4,Good,G,VVS2,61.4,64.0,1050,4.7,4.65,2.87
42705,0.52,Premium,F,SI1,58.6,61.0,1338,5.3,5.28,3.1
9080,1.02,Good,H,SI2,61.4,60.0,4521,6.44,6.49,3.97
34475,0.38,Ideal,E,VS2,61.7,55.0,866,4.66,4.68,2.88
22664,1.83,Premium,J,SI1,60.4,58.0,10709,7.96,7.94,4.8
1566,0.8,Very Good,H,SI1,63.0,57.0,3005,5.89,5.95,3.73
28936,0.3,Premium,G,VVS2,62.2,59.0,684,4.28,4.31,2.67
5513,0.91,Very Good,D,SI2,62.3,57.0,3848,6.14,6.22,3.85
6998,1.0,Ideal,F,SI2,62.7,57.0,4155,6.34,6.29,3.96
36120,0.33,Premium,G,VVS2,61.3,59.0,927,4.45,4.42,2.72
14675,1.18,Premium,I,VS1,62.1,58.0,5921,6.76,6.7,4.18
19239,1.01,Very Good,G,IF,63.0,60.0,7974,6.31,6.35,3.99
48957,0.7,Very Good,H,SI1,63.3,58.0,2048,5.61,5.64,3.56
17643,1.41,Premium,H,SI2,59.1,57.0,7106,7.41,7.34,4.36
38392,0.42,Premium,E,VS2,61.9,59.0,1024,4.81,4.75,2.96
19970,1.5,Very Good,D,SI2,63.3,57.0,8518,7.27,7.2,4.58
28415,0.29,Ideal,E,VVS1,62.7,55.0,669,4.2,4.22,2.64
14258,1.0,Premium,D,SI1,62.5,59.0,5775,6.32,6.38,3.97
46648,0.3,Very Good,E,SI1,61.9,58.0,526,4.27,4.33,2.66
44561,0.52,Premium,D,SI1,62.7,58.0,1605,5.2,5.16,3.25
26241,2.01,Ideal,I,SI1,62.3,57.0,15680,8.04,8.08,5.02
16005,1.27,Ideal,H,SI2,61.8,57.0,6403,6.93,6.96,4.29
19306,1.65,Very Good,H,SI2,63.4,59.0,8020,7.53,7.49,4.76
2250,1.03,Fair,J,SI2,64.6,62.0,3149,6.3,6.21,4.06
45656,0.25,Very Good,E,VVS2,63.1,55.0,526,3.98,4.04,2.53
33287,0.31,Good,D,SI2,63.6,54.0,462,4.31,4.34,2.75
12218,1.1,Very Good,I,VS1,60.8,58.3,5196,6.63,6.68,4.04
28129,0.29,Very Good,F,VVS2,62.7,58.0,664,4.22,4.26,2.66
25905,2.09,Premium,J,VS1,61.2,59.0,15035,8.22,8.31,5.06
4379,1.06,Ideal,F,I1,62.1,55.0,3609,6.57,6.54,4.07
30762,0.25,Premium,E,VVS1,60.7,60.0,740,4.11,4.09,2.49
10003,1.03,Good,H,SI1,59.3,56.0,4705,6.57,6.66,3.92
29077,0.41,Ideal,G,SI1,61.7,54.0,688,4.78,4.81,2.96
53190,0.73,Ideal,D,SI1,60.2,56.0,2632,5.86,5.94,3.55
47658,0.32,Premium,I,SI2,60.0,58.0,530,4.48,4.45,2.68
12506,0.91,Very Good,E,VS1,61.9,59.0,5259,6.17,6.23,3.84
20859,1.07,Ideal,D,VS1,61.8,57.0,9077,6.55,6.58,4.06
6321,1.11,Premium,I,SI2,61.2,61.0,4028,6.69,6.65,4.08
22281,1.56,Ideal,I,VS2,61.8,56.0,10333,7.41,7.45,4.59
40695,0.46,Good,F,VS1,56.5,61.0,1157,5.11,5.05,2.87
38026,0.33,Premium,H,IF,61.7,59.0,1010,4.45,4.43,2.74
25696,0.4,Fair,D,SI1,65.1,55.0,644,4.63,4.68,3.03
31874,0.3,Very Good,H,VVS2,63.1,60.0,776,4.28,4.24,2.69
27117,1.5,Very Good,F,VVS1,60.0,60.0,17279,7.36,7.44,4.44
23785,1.71,Very Good,D,SI2,63.5,56.0,11844,7.58,7.51,4.79
2397,0.32,Premium,G,VS2,61.2,59.0,561,4.38,4.41,2.69
34783,0.4,Ideal,H,VVS2,62.3,57.0,877,4.71,4.73,2.94
12099,1.16,Premium,F,SI2,62.1,59.0,5164,6.76,6.71,4.18
47157,0.45,Ideal,F,VVS1,61.8,55.0,1833,4.92,4.95,3.05
22467,2.0,Ideal,F,I1,60.3,56.0,10494,8.16,8.27,4.94
43070,0.6,Very Good,J,VS1,62.6,56.0,1378,5.37,5.41,3.37
34163,0.33,Ideal,G,VS1,61.7,56.0,854,4.47,4.44,2.75
32146,0.32,Very Good,F,VVS2,61.8,60.0,786,4.36,4.41,2.71
351,0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58
17279,1.29,Ideal,J,VVS1,61.2,56.0,6918,7.01,7.05,4.3
20692,1.09,Ideal,G,VVS2,61.5,57.0,8970,6.62,6.65,4.08
44269,0.52,Premium,E,VS2,62.5,60.0,1576,5.1,5.14,3.2
21391,1.04,Premium,F,VVS2,61.6,59.0,9505,6.53,6.49,4.01
24586,1.15,Very Good,E,IF,59.2,57.0,12895,6.78,6.86,4.04
40436,0.55,Good,E,SI1,63.3,54.0,1138,5.21,5.24,3.31
29163,0.33,Very Good,E,SI1,63.1,56.0,693,4.45,4.42,2.8
24577,1.51,Very Good,G,VS2,63.5,57.0,12872,7.23,7.19,4.58
22956,1.5,Very Good,F,SI1,63.9,58.0,11004,7.12,7.16,4.56
44344,0.56,Very Good,G,VS2,62.5,57.0,1580,5.25,5.28,3.29
35738,0.3,Ideal,D,VS2,62.6,56.0,911,4.31,4.28,2.69
3714,0.9,Very Good,G,SI2,63.1,55.0,3452,6.16,6.13,3.88
50356,0.61,Ideal,F,VS1,61.9,57.0,2246,5.42,5.46,3.37
46331,0.51,Premium,E,VS1,61.8,58.0,1758,5.13,5.09,3.16
6060,0.32,Premium,I,VS2,62.2,59.0,576,4.37,4.35,2.71
17040,1.3,Premium,I,VS1,62.2,59.0,6806,6.91,6.97,4.32
48717,0.77,Very Good,J,SI1,63.3,57.0,2010,5.84,5.79,3.68
22322,1.51,Very Good,D,SI2,63.3,58.0,10362,7.25,7.28,4.6
695,0.71,Good,G,VS1,63.5,55.0,2853,5.64,5.66,3.59
50607,0.61,Ideal,E,VS1,61.7,55.0,2285,5.45,5.47,3.37
837,0.82,Ideal,F,SI2,62.3,56.0,2867,6.02,5.96,3.73
15047,0.3,Ideal,F,VS2,62.0,55.0,605,4.31,4.33,2.68
19836,1.25,Ideal,E,VS2,62.6,56.0,8400,6.89,6.84,4.3
41750,0.52,Very Good,G,SI1,62.8,61.0,1244,5.11,5.14,3.22
8793,1.06,Very Good,D,SI2,60.9,58.0,4471,6.57,6.63,4.02
31284,0.32,Ideal,G,SI2,61.6,56.0,450,4.44,4.46,2.74
36943,0.26,Ideal,H,VVS2,61.8,55.7,478,4.08,4.1,2.53
16504,1.02,Very Good,D,VS2,62.3,57.0,6597,6.41,6.47,4.01
7595,1.0,Premium,G,SI1,61.8,59.0,4256,6.43,6.38,3.96
41084,0.41,Ideal,F,VVS2,61.7,56.0,1192,4.81,4.78,2.96
43334,0.54,Ideal,G,SI1,61.2,58.0,1404,5.27,5.29,3.23
40738,0.34,Ideal,E,IF,61.7,56.0,1163,4.46,4.48,2.76
30427,0.32,Premium,H,VVS1,60.9,58.0,730,4.4,4.43,2.69
17027,1.02,Ideal,H,VVS2,62.1,56.0,6797,6.5,6.45,4.02
30845,0.33,Premium,H,VS1,61.9,58.0,743,4.45,4.43,2.75
8590,0.9,Ideal,E,SI1,59.1,59.0,4439,6.31,6.37,3.75
51715,0.7,Very Good,F,SI1,62.9,59.0,2401,5.62,5.67,3.55
2408,0.72,Ideal,D,VS2,60.8,56.0,3179,5.8,5.84,3.54
8714,0.37,Ideal,G,SI1,61.4,56.0,586,4.63,4.65,2.85
31026,0.31,Premium,F,VS2,58.3,61.0,749,4.48,4.44,2.6
26565,1.2,Ideal,E,VVS1,61.8,56.0,16256,6.78,6.87,4.22
34015,0.3,Premium,D,VS1,60.7,58.0,848,4.36,4.34,2.64
5733,0.8,Ideal,E,SI1,61.0,57.0,3890,6.0,6.03,3.67
10038,0.34,Very Good,H,SI2,58.6,62.0,417,4.6,4.62,2.7
9663,1.01,Premium,H,SI1,61.8,60.0,4642,6.48,6.43,3.99
41643,0.4,Ideal,E,VVS2,61.8,55.0,1238,4.78,4.74,2.94
35677,0.42,Very Good,D,VS2,63.2,58.0,910,4.77,4.79,3.02
36838,0.37,Premium,G,VS1,61.5,58.0,957,4.6,4.57,2.82
28172,0.36,Good,H,SI1,63.6,57.0,665,4.53,4.49,2.87
29954,0.33,Good,I,SI1,63.6,57.0,445,4.39,4.42,2.8
6585,1.03,Premium,H,SI2,62.3,59.0,4078,6.42,6.46,4.01
39840,0.52,Ideal,H,SI1,61.9,56.0,1098,5.16,5.22,3.2
5516,1.08,Ideal,I,SI2,61.9,55.0,3849,6.58,6.61,4.08
22555,1.53,Very Good,I,VS1,62.8,55.0,10602,7.35,7.4,4.63
17220,1.07,Premium,F,VS1,60.6,61.0,6885,6.62,6.56,3.99
43947,0.32,Ideal,E,SI1,62.2,54.0,516,4.38,4.4,2.73
25787,2.02,Ideal,J,VS2,61.8,57.0,14766,8.11,8.14,5.02
38691,0.37,Ideal,F,VS1,61.7,56.0,1041,4.63,4.61,2.85
5854,1.0,Good,I,SI1,63.7,64.0,3920,6.33,6.27,4.01
40154,0.46,Ideal,E,SI2,61.3,56.0,1116,5.02,4.96,3.06
16236,1.38,Very Good,J,VS2,62.7,56.0,6494,7.06,7.11,4.44
29983,0.43,Ideal,I,VS2,62.0,55.0,716,4.84,4.87,3.01
12289,1.02,Very Good,H,VS2,62.5,56.0,5217,6.42,6.45,4.02
21150,1.51,Premium,E,SI2,63.0,55.0,9302,7.34,7.3,4.61
17445,1.04,Premium,G,VS1,62.0,56.0,6996,6.53,6.46,4.03
2985,0.77,Ideal,G,VS2,61.8,54.0,3300,5.91,5.94,3.66
33383,0.41,Good,J,IF,63.6,54.0,827,4.72,4.75,3.01
14894,0.96,Very Good,E,VS2,58.7,58.0,5997,6.47,6.51,3.81
14896,1.26,Ideal,H,SI2,61.0,56.0,5998,6.99,6.95,4.25
20647,1.2,Premium,G,VS1,63.0,61.0,8938,6.62,6.59,4.16
38748,0.35,Ideal,G,IF,62.3,55.0,1044,4.5,4.52,2.81
44614,0.53,Premium,E,SI1,60.0,60.0,1607,5.27,5.24,3.21
53221,0.71,Ideal,I,VS1,61.8,54.0,2637,5.77,5.72,3.56
37199,0.35,Ideal,G,IF,61.8,56.0,974,4.52,4.57,2.81
16136,1.01,Ideal,G,VS2,61.9,58.0,6449,6.37,6.43,3.96
42920,0.53,Ideal,F,SI1,62.9,57.0,1363,5.18,5.15,3.25
21273,1.65,Ideal,G,VS2,62.2,55.0,9425,7.6,7.57,4.72
18727,1.2,Very Good,D,SI1,62.4,58.0,7646,6.75,6.78,4.23
32162,0.34,Ideal,D,VS1,61.2,58.0,787,4.45,4.5,2.74
32872,0.41,Ideal,F,VS2,61.7,54.0,809,4.79,4.81,2.96
6382,0.25,Ideal,E,VVS2,62.1,57.0,576,4.04,4.07,2.52
9004,1.07,Ideal,D,SI2,61.4,56.0,4513,6.55,6.58,4.03
23078,2.0,Premium,J,SI2,60.9,54.0,11106,8.17,8.12,4.96
17592,1.59,Fair,I,SI2,65.2,58.0,7080,7.28,7.24,4.73
37139,0.37,Premium,E,VS2,60.2,58.0,971,4.68,4.65,2.81
42415,0.52,Very Good,G,SI1,61.7,57.0,1311,5.13,5.16,3.17
21849,1.5,Good,I,VVS2,63.3,58.0,9909,7.24,7.27,4.59
23049,1.5,Ideal,G,SI1,62.0,56.0,11079,7.29,7.33,4.53
35279,0.5,Ideal,J,SI1,62.3,55.0,895,5.07,5.11,3.17
21078,1.7,Very Good,J,SI1,63.2,57.0,9253,7.63,7.55,4.8
26891,2.02,Premium,I,VS2,59.6,60.0,16861,8.25,8.2,4.9
52040,0.71,Good,D,SI1,56.8,62.0,2450,5.93,5.89,3.37
39416,0.41,Ideal,F,VS1,60.8,57.0,1076,4.8,4.77,2.91
5465,1.0,Good,J,VS2,62.0,61.0,3835,6.36,6.45,3.97
2410,0.72,Ideal,D,VS2,62.8,57.0,3179,5.68,5.73,3.58
30418,0.32,Ideal,H,VVS1,60.4,57.0,730,4.42,4.46,2.68
35520,0.43,Ideal,F,VS2,61.1,56.0,905,4.88,4.91,2.99
26882,2.05,Very Good,F,SI2,59.5,58.0,16819,8.26,8.3,4.93
39638,0.34,Premium,G,IF,62.3,59.0,1084,4.49,4.46,2.79
12755,1.04,Ideal,F,SI1,61.3,55.0,5321,6.51,6.53,4.0
12078,1.23,Ideal,J,SI2,62.4,58.0,5158,6.79,6.86,4.26
36977,0.4,Very Good,D,VS1,63.2,60.0,963,4.65,4.69,2.95
35247,0.34,Ideal,G,VVS1,62.5,53.0,895,4.47,4.49,2.8
47228,0.6,Ideal,D,SI1,62.3,57.0,1840,5.42,5.37,3.36
51689,0.56,Ideal,G,IF,62.0,56.0,2399,5.33,5.28,3.29
45476,0.72,Premium,F,SI2,61.3,59.0,1676,5.81,5.76,3.55
45622,0.55,Premium,D,SI1,61.0,58.0,1692,5.27,5.29,3.22
32819,0.34,Premium,D,VS2,60.4,60.0,805,4.51,4.56,2.74
23181,1.6,Premium,G,SI1,62.4,61.0,11189,7.43,7.4,4.63
52207,0.7,Ideal,G,SI1,61.0,56.0,2480,5.77,5.8,3.53
9386,0.32,Good,D,SI1,63.6,56.0,589,4.34,4.37,2.77
34746,0.41,Very Good,H,SI1,63.3,56.0,876,4.74,4.71,2.99
41595,0.23,Very Good,E,VS1,62.8,55.0,391,3.88,3.9,2.44
36015,0.39,Very Good,H,VS2,63.1,58.0,921,4.66,4.63,2.93
3083,1.02,Premium,H,SI2,58.3,59.0,3313,6.61,6.57,3.84
32838,0.44,Ideal,I,VS1,61.8,55.0,807,4.89,4.92,3.03
3209,0.91,Premium,F,SI2,62.9,57.0,3346,6.16,6.11,3.86
22262,1.09,Ideal,E,VVS2,61.6,56.0,10314,6.6,6.64,4.08
50911,0.56,Ideal,G,VVS1,62.0,56.0,2318,5.3,5.28,3.28
18276,1.01,Very Good,D,VS2,61.9,59.0,7422,6.35,6.44,3.96
52187,0.75,Ideal,G,SI1,62.2,57.0,2478,5.84,5.8,3.62
27485,2.0,Ideal,F,SI2,62.6,57.0,18172,8.08,8.01,5.04
645,0.81,Very Good,F,SI2,63.2,58.0,2843,5.91,5.92,3.74
16974,1.07,Premium,G,VS2,61.9,58.0,6779,6.54,6.55,4.05
4388,0.31,Very Good,D,SI1,60.0,61.0,571,4.41,4.43,2.65
27609,2.03,Premium,E,SI2,61.5,59.0,18477,8.24,8.16,5.04
5199,0.9,Good,F,SI1,62.7,58.0,3780,6.11,6.13,3.84
40284,0.34,Ideal,I,VS2,61.1,55.0,495,4.51,4.55,2.77
24905,1.51,Very Good,G,VVS2,62.1,59.0,13337,7.28,7.34,4.54
32246,0.31,Ideal,H,IF,61.8,57.0,789,4.32,4.35,2.68
47492,0.49,Very Good,G,IF,59.7,56.0,1865,5.16,5.19,3.09
6121,1.01,Ideal,J,SI2,59.0,59.0,3982,6.57,6.61,3.89
40571,0.52,Very Good,G,SI2,63.1,56.0,1151,5.12,5.08,3.22
40238,0.39,Ideal,F,VVS1,62.3,55.0,1124,4.67,4.7,2.92
30866,0.33,Premium,G,VS2,62.6,58.0,743,4.44,4.41,2.77
